 ==> 0.0027642056052
Kit, Chunyu ==> 0.000224513689032
Shimizu, Nobuyuki ==> 0.000218926744918
Kudo, Taku ==> 0.00101104540355
Gibb, Darl ==> 5.04216038707e-05
Master, Demetrios ==> 2.01785679515e-05
McNaught, John ==> 0.000188196858473
Clark, Peter ==> 4.06724685407e-05
Ori, Manabu ==> 4.28640937111e-05
Daly, Nancy ==> 8.84535328053e-05
Hitzeman, Janet ==> 0.000378832830692
Pack, Daniel ==> 1.79798139203e-05
Nemat-Nasser, Syrus C. ==> 2.78090192972e-05
Belenko, Dmitriy ==> 4.28289918359e-05
Touset, Pascal ==> 2.42109278134e-05
Goodman, Bradley A. ==> 8.01010092205e-05
English, Michael ==> 2.43864065162e-05
Dakka, Wisam ==> 5.04434210684e-05
Blaser, Brigitte ==> 4.11356605395e-05
Ali, Mohammad Naveed ==> 3.17690251301e-05
Prince, Violaine ==> 4.56600757032e-05
Mukerjee, Amitabha ==> 4.89782451755e-05
Schafer, Ulrich ==> 0.00026047592322
Baggia, Paolo ==> 2.94169058184e-05
Batista, Fernando ==> 3.12863734972e-05
Ksiezyk, Tomasz ==> 7.10913262233e-05
Zhao, Shubin ==> 0.000143678603407
Huang, Shang-Ming ==> 4.16252161159e-05
Schubert, Lenhart K. ==> 0.00033815127691
Soong, Frank K. ==> 8.68021402452e-05
Cook, Malcolm E. ==> 2.93014616339e-05
Plate, Tony ==> 6.21259821085e-05
Katagiri, Yasuhiro ==> 2.99239903748e-05
Malaka, Rainer ==> 8.89199891332e-05
Wang, Jinghua ==> 2.43472013884e-05
Kocsor, Andras ==> 5.93527580252e-05
Davidson, James ==> 5.58719811342e-05
Boonkwan, Prachya ==> 3.54396245165e-05
Kong, Fang ==> 6.57783703097e-05
McDowell, Joyce ==> 9.48052001684e-05
Gooi, Chung Heong ==> 4.62342645561e-05
Hamabe, Ryoji ==> 2.41042300193e-05
Rousseau, Daniel ==> 2.24748388261e-05
Bouma, Gosse ==> 0.000353458327487
Liu, Mary Xiaoyong ==> 3.5266629968e-05
Zhao, Lin ==> 4.02731248926e-05
Panaget, Franck ==> 3.27039640937e-05
Strunk, Jan ==> 4.19377479995e-05
Wiemer-Hastings, Katja ==> 1.79798139203e-05
Yousfi-Monod, Mehdi ==> 2.83979767803e-05
Li, Fuxin ==> 2.35679722297e-05
Shen, Dan ==> 0.000248599938071
Baschung, Karine ==> 4.72898776248e-05
Lu, Lie ==> 3.69591039206e-05
Bolc, Leonard ==> 5.18684390266e-05
Kearns, Michael S. ==> 0.000110303396153
Li, Haizhou ==> 0.000619472236023
Abrash, Victor ==> 3.64914215833e-05
Cormack, G. V. ==> 2.52783755633e-05
SpoustovÃ¡, DrahomÃ­ra johanka ==> 1.76604140277e-05
Garcia-Serrano, Ana ==> 2.06572420678e-05
Nutter, J. Terry ==> 7.71175174971e-05
Guo, Yinkun ==> 2.77650334573e-05
Abdelali, Ahmed ==> 7.44605045021e-05
Rouault, Jacques ==> 0.000154608610742
Langley, Pat ==> 1.85098517155e-05
Yang, Hui ==> 4.4088072002e-05
Healey, Patrick G.T. ==> 6.74946799875e-05
Hyde, Clinton ==> 6.82793508535e-05
Tamamura, Shin’ichi ==> 1.93256408646e-05
Oda, Akira ==> 2.02816127299e-05
Boggess, Lois ==> 6.23852753316e-05
Keselj, Vlado ==> 4.1218932596e-05
Soderland, Stephen ==> 0.000323446117523
Ishizaki, Shun ==> 1.95080679742e-05
Sim, Khe Chai ==> 6.39587184891e-05
Schulte Im Walde, Sabine ==> 0.000442577519129
Luke, Kang-Kwong ==> 4.50591710683e-05
Genzel, Dmitriy ==> 7.47334470984e-05
Lopez, Beatriz ==> 5.13785823505e-05
Badr, Ibrahim ==> 3.82298513077e-05
Sundararajan, Arun ==> 4.37574014398e-05
Bengio, Samy ==> 4.05877475273e-05
Fought, Bill ==> 1.79375499407e-05
Mastroianni, Michael ==> 2.6383154008e-05
Bailey, Stacey ==> 3.15213084781e-05
Porcelijn, Tijn ==> 3.12915224739e-05
Brown, Peter F. ==> 0.00301655663166
Galley, Michel ==> 0.000705650061824
Carazo, José María ==> 2.15524131769e-05
Phan, Xuan-Hieu ==> 8.70777769322e-05
Flycht-Eriksson, Annika ==> 5.20376409435e-05
Newbold, Neil ==> 2.89068088291e-05
Herbst, Evan ==> 0.000229490780357
Li, Lishuang ==> 5.78421101e-05
Starr, Kathy ==> 3.67957170961e-05
Peter, McClanahan ==> 3.67643182485e-05
Grigorieva, Svetlana ==> 2.38831245021e-05
Cassano, Giulia ==> 2.13747600583e-05
Byrne, William J. ==> 0.000334461668265
Stanley ==> 3.33972183273e-05
Xinzhi, Chang ==> 4.8336498566e-05
Macherey, Wolfgang ==> 0.000170477832175
Fletcher, Janet ==> 1.92765951386e-05
Eyraud, Remi ==> 3.08578353774e-05
Schlesinger, Pavel ==> 5.55185122155e-05
Corston-Oliver, Simon H. ==> 0.00029814069475
Schubert, Klaus ==> 1.99153476705e-05
Reichart, Roi ==> 0.000201887276001
Hirsh Litenatsky, Susan ==> 3.6428083423e-05
Aldaz Salmon, Javier A. ==> 2.44094512072e-05
Klapaftis, Ioannis ==> 3.60750613139e-05
Aue, Anthony ==> 0.000128877961452
Freiling, Michael J. ==> 3.90868047406e-05
Sun, Yufang ==> 5.93371674275e-05
Frank, Ian ==> 2.40275507218e-05
Pearl, Lisa ==> 2.9563277361e-05
Lafferty, John D. ==> 0.00106321124762
Lee, Chong Min ==> 0.000123317135804
Das, Sujatha ==> 3.6529618839e-05
Stubbs, Amber ==> 3.14704922346e-05
Wilson, Stephen ==> 1.95609456849e-05
Pogodalla, Sylvain ==> 2.71763299781e-05
Chen, Xiaohe ==> 2.19074981744e-05
Aizono, Toshiko ==> 7.6243277498e-05
Juola, Patrick ==> 2.19120087148e-05
Miller, John E. ==> 6.08670128129e-05
Van Hamme, Hugo ==> 1.90156781523e-05
Andry, Francois ==> 0.000143788536793
Riccardi, Giuseppe ==> 0.00021836830047
Lu, Junzhi ==> 2.19074981744e-05
Decadt, Bart ==> 6.86578811457e-05
Richardson, Stephen D. ==> 0.000327279727065
Zarcone, Alessandra ==> 2.89719307333e-05
Guitierrez, Juana M. ==> 2.69836400557e-05
Bilhaut, Frederik ==> 2.27997209069e-05
Noikongka, Daoyos ==> 1.80816003594e-05
Read, Walter ==> 3.4898406508e-05
Klakow, Dietrich ==> 6.23640898638e-05
Joshi, Ashutosh ==> 2.21698180949e-05
Uchimoto, Kiyotaka ==> 0.000839853122917
Schulz, Henrik ==> 3.50016641197e-05
Avramidis, Eleftherios ==> 6.95953521848e-05
Palme, Jacob ==> 5.13295129247e-05
Tang, Min ==> 7.92100736731e-05
Bansal, Mohit ==> 2.11046841509e-05
Lisacek, Frederique ==> 4.64501378369e-05
Kariya, Cheryl ==> 3.80758081314e-05
Leass, Herbert J. ==> 0.000349657133998
Stolfo, Salvatore J. ==> 2.3118833852e-05
Krishnamurthy, Rajasekar ==> 3.61103935642e-05
Goldsmith, Meredith J. ==> 4.1292385811e-05
Srichaivattana, Prapass ==> 3.71713824529e-05
Kazuhide, YAMAMOTO ==> 2.56431569806e-05
Caruana, Rich ==> 3.63791894727e-05
Tomuro, Noriko ==> 0.000105764942217
Quilici, Alex ==> 7.09497485384e-05
Tsai, Tzong-Han ==> 6.9172115874e-05
Thomas, Ian ==> 1.80771660167e-05
Ferguson, Mark ==> 0.000341081050114
Bilmes, Jeff A. ==> 0.000144136590269
Nakanishi, Masakazu ==> 0.000123711744602
Baumann, Stefan ==> 4.62102078562e-05
Cramer, Irene ==> 5.91098307787e-05
Penchev, Jordan ==> 1.94101861287e-05
Garera, Nikesh ==> 9.43140678859e-05
Lockman, Abe ==> 1.91273996496e-05
Pulman, Stephen G. ==> 0.000509999985754
Haffner, Patrick ==> 5.87098861892e-05
Artemieff, Suzanne ==> 4.90058886806e-05
Olsen, Sussi ==> 3.00981842757e-05
Andreyev, Slava ==> 5.75370742849e-05
Chang, Shih-Fu ==> 3.88185063657e-05
Bryant, Michael ==> 6.28761047985e-05
Antohe, Daniel ==> 0.000118052160829
Masui, Fumito ==> 7.86687421331e-05
Condon, Sherri L. ==> 8.94254741203e-05
Boytcheva, Svetla ==> 3.93800052152e-05
Halacsy, Peter ==> 0.000117631082326
Bessieres, Philippe ==> 3.44586459922e-05
Vertan, Cristina ==> 4.18342409138e-05
Bunescu, Razvan C. ==> 0.000359531341666
Piperidis, Stelios ==> 0.00011827704726
Dahlgren, Nancy L. ==> 0.00011634455301
Arnaiz, Alfredo ==> 4.54309784817e-05
Mohler, Gregor ==> 4.89037841481e-05
Duvert, Frédéric ==> 2.03408300671e-05
Futrelle, Robert P. ==> 5.2023701683e-05
Wakana, Takahiro ==> 5.01701902352e-05
Madkour, Amgad ==> 5.83595212055e-05
Nowak, Robert ==> 2.23009011271e-05
Trandabat, Diana Marie ==> 3.76186237911e-05
Barry, Chris ==> 0.000142704586463
Ayache, Christelle ==> 2.22483364155e-05
Kaplan, Ronald M. ==> 0.00109590414782
Chen, Aitao ==> 0.000122128183952
Chen, Yaodong ==> 2.53436629869e-05
Guida, Giovanni ==> 9.80602908958e-05
Jovanovic, Natasa ==> 3.24431736367e-05
Sherertz, David D. ==> 0.000122063887922
Teng, Jei-Wen ==> 5.39504449044e-05
Bremer, John ==> 5.75147593784e-05
Noel, J. ==> 6.8860666928e-05
Shastri, Lokendra ==> 5.92374919522e-05
Moran, Steve ==> 2.11478746422e-05
Neal, Jeannette G. ==> 4.31013046891e-05
Zhaoxiong, Chen ==> 7.07191927785e-05
Purpura, Stephen ==> 2.10944593889e-05
Baral, Chitta ==> 3.25794344798e-05
Zanzotto, Fabio Massimo ==> 0.000197836243861
Bachenko, Joan ==> 0.000167320875462
Elder, John ==> 4.26271563097e-05
Perboni, Sara ==> 2.7303019224e-05
Spranger, Kristina ==> 6.85371841605e-05
Allgayer, Jurgen ==> 7.85157059933e-05
Chanod, Jean-Pierre ==> 0.000250948096401
Versley, Yannick ==> 0.000182727180784
Chung, Siaw Fong ==> 1.99834147618e-05
Wilensky, Robert ==> 0.000110377179926
Prakash, Lakshmi ==> 3.90680581597e-05
Levesque, Hector J. ==> 7.7408909768e-05
Hutchinson, Ben ==> 5.58548852688e-05
Shaalan, Khaled ==> 2.46882655019e-05
Warren, David H. D. ==> 0.000197789816905
Soni, Ankit ==> 3.63107111343e-05
Tsourakis, Nikos ==> 7.94376290657e-05
Spracklin, Leanne ==> 2.28097527139e-05
Aman, Saima ==> 2.85893375895e-05
Rapaport, William J. ==> 7.06546613662e-05
Ciesielski, Victor B. ==> 4.68294806438e-05
Turpin, Andrew ==> 6.77024506299e-05
Steinacker, Ingeborg ==> 3.40729234937e-05
Martin, Jeff ==> 2.24482614309e-05
Chandrasekar, Raman ==> 5.80954077138e-05
Namata, Galileo ==> 1.90037130484e-05
Chidambaram, Deepthi ==> 2.69180738818e-05
Mandel, Mark ==> 0.000226082929381
Kobus, Catherine ==> 4.85336624171e-05
Vrusias, Bogdan ==> 2.27997209069e-05
Whitney, Paul ==> 5.09196460242e-05
Preub, Susanne ==> 2.60686583931e-05
Hernandez, Luis A. ==> 5.13785823505e-05
Tokuhisa, Ryoko ==> 3.65033125212e-05
Amores, J. Gabriel ==> 2.800810214e-05
McClain, Jonathan T. ==> 2.59483305215e-05
Doi, Tsunehisa ==> 3.47606768522e-05
Yao, Jianmin ==> 6.05249625417e-05
Zeman, Daniel ==> 0.000165605965924
Walz, Janet ==> 2.92340396877e-05
Sotillo, Cathy ==> 1.7915096446e-05
Maistros, Yanis ==> 2.44395349381e-05
Carvalho, Vitor R. ==> 5.90091005207e-05
Miyahara, Sueharu ==> 3.91595318079e-05
Jarvis, Peter ==> 2.49991132234e-05
Muller, Vinicius ==> 2.51660052952e-05
Otegi, Arantxa ==> 3.69198906529e-05
Forlines, Clifton ==> 3.02629060607e-05
Sun, Guangfan ==> 4.13067818151e-05
Hutches, David J. ==> 2.47134511016e-05
Kuhn, Karen ==> 3.21493191979e-05
Terashima, Ryuta ==> 3.65033125212e-05
Grois, Eugene ==> 4.61727660382e-05
Gammon, Edward ==> 2.60334939425e-05
Ahmad, Farooq ==> 4.04995876958e-05
Huang, Qiang ==> 1.77878058526e-05
Tsuzuki, Takashi ==> 4.02665253248e-05
Yonezaki, Naoki ==> 2.21863800797e-05
Torres Martins, André Filipe ==> 6.74196733791e-05
Yagi, Sane ==> 2.59240783044e-05
Purandare, Amruta ==> 0.00012969434162
Gregory, Michelle L. ==> 0.000153839711984
Dale, Robert ==> 0.000526910869426
Banks, Amelie ==> 4.96083258995e-05
Sassolini, Eva ==> 2.11474169219e-05
Rakhilina, Ekaterina V. ==> 7.09840241009e-05
Maier, Wolfgang ==> 0.000126644290348
Shalyapina, Zoya M. ==> 0.000118343293548
Dreyer, Markus ==> 0.000183090530264
Spousta, Miroslav ==> 5.71022914444e-05
Hastie, Trevor ==> 4.4352698008e-05
HajiÄ, Jan ==> 5.25111432727e-05
Griffiths, Thomas L. ==> 0.00018784889778
McDonald, David D. ==> 0.000275981306725
Qin, Zengchang ==> 4.36400037187e-05
Lee, Changki ==> 1.82029106064e-05
Landes, Shari ==> 0.000103564266544
Bernd, Kiefer ==> 7.38436942402e-05
Jayarajan, Dinakar ==> 2.87191089234e-05
Beckstein, C. ==> 3.41967910505e-05
Harrison, Shelly P. ==> 3.35959142866e-05
Oi, Kozo ==> 1.95256821131e-05
Ruland, Tobias ==> 2.886283106e-05
Gavaldh, Marsal ==> 3.70604323946e-05
Baroni, Marco ==> 0.000129488951436
Wang, Rui ==> 2.32875820141e-05
Haghighi, Aria ==> 0.000417699117588
Urbina, Joaquin ==> 3.81342281185e-05
Forner, Pamela ==> 7.10751773511e-05
Van Durme, Benjamin ==> 0.000105303058837
Chang, Ming-Wei ==> 7.41444703575e-05
Yee, Lo Yuen ==> 5.43125169447e-05
Richards, Marc ==> 2.73534612981e-05
Zavaliagkos, George ==> 0.000120111200685
Postal, Paul M. ==> 2.69945963994e-05
Chen, Jiajun ==> 2.68946726317e-05
Brown, Allen ==> 2.89308226165e-05
Stokes, Nicola ==> 6.97879393101e-05
Schneider, Rene ==> 2.04003811996e-05
Sogaard, Anders ==> 4.30878545959e-05
Debili, Fathi ==> 6.02373467589e-05
Kwok, Kui Lam ==> 8.15918772894e-05
Rosé, Carolyn P. ==> 1.93531241544e-05
McArthur, Gregory ==> 4.27660573915e-05
Strong-Krause, Diane ==> 5.32681716748e-05
Tihanyi, László ==> 6.07565166438e-05
Wenjie, Li ==> 2.82775007156e-05
Pechsiri, Chaveevan ==> 2.39527411803e-05
Sornlertlamvanich, Virach ==> 0.000231932035899
Masulli, Francesco ==> 2.46328804774e-05
Moia, Telmo ==> 2.62609847243e-05
Fu, Guohong ==> 5.86892463271e-05
Srikanth, P ==> 4.59585612337e-05
Yamangil, Elif ==> 2.20915703345e-05
Thomson, Blaise ==> 0.00010660856406
Marc, Mitchell ==> 2.39747157899e-05
Schwarm, Sarah E. ==> 9.17988396075e-05
Hill, Jeff ==> 2.23672919846e-05
Caseli, Helena M. ==> 2.77606896643e-05
Boyer, Kristy ==> 3.40950585213e-05
Waxmonsky, Sonjia ==> 0.000103890302125
Heja, Eniko ==> 3.48708067814e-05
Inoue, Naomi ==> 2.52899643906e-05
Zhou, Yiping ==> 2.04880379456e-05
Ristad, Eric Sven ==> 6.55510629448e-05
Silberztein, Max D. ==> 2.95521945645e-05
Ball, Jerry ==> 1.79502310487e-05
Palmer, Alexis ==> 3.987808971e-05
Yuan, Jinhui ==> 2.65284038971e-05
Stuckardt, Roland ==> 7.36041330473e-05
Divay, Olivier ==> 2.51587713557e-05
Gorlinsky, James ==> 0.000122590648981
Kida, Yuuko ==> 0.000125571466261
Christian, Gwen ==> 1.7915096446e-05
Keller, Frank ==> 0.000710637528912
Torrens, Edson Wilson ==> 3.3064292903e-05
Li, Jingyang ==> 2.34779215211e-05
Craggs, Richard ==> 5.51846587562e-05
Granger, Richard H. ==> 6.89118864509e-05
Taira, Hirotoshi ==> 9.41991864118e-05
Saquete, Estela ==> 7.8136019618e-05
Pfister, Beat ==> 2.49724750692e-05
Saha, Sujan Kumar ==> 9.75581579601e-05
Veillon, Gerard ==> 4.93643091523e-05
Uchino, Hajime ==> 6.14125129231e-05
Ghassem-Sani, Gholamreza ==> 2.35909868007e-05
Klüwer, Tina ==> 2.59557075434e-05
Wiersma, Wybo ==> 2.48991364782e-05
Pery-Woodley, Marie-Paule ==> 4.81828615882e-05
Coch, Jose ==> 0.000118155513626
Ulivieri, Marisa ==> 4.73124169593e-05
Butt, Tahir ==> 2.23029021044e-05
Descles, Jean Pierre ==> 2.65285918217e-05
Shirado, Tamotsu ==> 3.58941664044e-05
Hagen, Andreas ==> 6.27588291973e-05
Bharati, Akshar ==> 4.70955769871e-05
Divi, Vijay ==> 3.02629060607e-05
Xu, Weiqun ==> 5.13911643497e-05
Chen, Erdong ==> 5.62208936886e-05
Subramaniam, L. Venkata ==> 4.42261727283e-05
Balahur-Dobrescu, Alexandra ==> 2.22320564847e-05
Donghong, Ji ==> 2.00191769318e-05
Biller, Ofer ==> 4.54588614292e-05
Saraclar, Murat ==> 0.000234284780097
Fornell, Jan ==> 1.82399630188e-05
Pasca, Marius A. ==> 0.000513045339697
Picard, Justin ==> 2.25597304105e-05
Pedersen, Bo ==> 2.96792044139e-05
Dong, Minghui ==> 6.39587184891e-05
Spreyer, Kathrin ==> 0.000111632210797
Chan, Yee Seng ==> 0.000452224244061
Branco, António H. ==> 0.000100586412472
Schwab, Didier ==> 2.03032131931e-05
Font Llitjos, Ariadna ==> 3.28646920364e-05
Nobata, Chikashi ==> 0.000332032609549
Dunning, Ted E. ==> 0.00066133972682
Mehler, Alexander ==> 0.000143932825802
Muller, Karin ==> 0.000117861743166
Blair-Goldensohn, Sasha ==> 8.25809906229e-05
Goyal, Ishaan ==> 2.77007221888e-05
Granell, Ramon ==> 4.37090643824e-05
Morgenstern, Leora ==> 2.06076409167e-05
Ivanovic, Edward ==> 4.21051608684e-05
Kipp, Michael ==> 5.7959595432e-05
Lee, Wonil ==> 2.86566626593e-05
Ravi, Sujith ==> 9.47615088202e-05
Hogan, Deirdre ==> 0.000119979571467
Merkel, Magnus ==> 0.000108695146381
Fukushima, Hiromichi ==> 2.26194827738e-05
Talukdar, Partha Pratim ==> 0.00010968540085
Hori, Takaaki ==> 2.34783247282e-05
Smith, Andrew E. ==> 0.000144069178969
Anderson, Barbara B. ==> 1.82919735067e-05
Dilts, Philip ==> 3.33001204903e-05
Yang, Zhongfa ==> 6.09423064236e-05
Cheng, Yuchang ==> 0.000126080713504
Fairon, Cedrick ==> 2.26386626329e-05
Razmara, Majid ==> 2.15065969573e-05
Garbin, Eric ==> 5.23253265495e-05
Sibun, Penelope ==> 0.000389091277372
Benkerimi, Kerima ==> 3.18052794836e-05
Jiao, Feng ==> 3.66124509741e-05
Jonson, Rebecca ==> 5.34254866805e-05
Fukumoto, Fumiyo ==> 0.000196771515741
Daciuk, Jan ==> 6.59578211693e-05
Graf, Winfried ==> 7.61705671273e-05
Nguyen, Dat P.T. ==> 3.24707791092e-05
Abramowicz, Witold ==> 4.53663788385e-05
Gangemi, Aldo ==> 2.03408300671e-05
Hwang, Mei-Yuh ==> 0.000142279872017
Clark, Cortis ==> 3.15684213186e-05
Kass, Ariel ==> 2.28261235499e-05
Lee, Sang-Zoo ==> 6.98269658197e-05
Murthy, Kavi Narayana ==> 4.80501300812e-05
Ai, Hua ==> 5.72959970644e-05
Bad, Rens ==> 3.67243805118e-05
Zhu, Xiaojin ==> 0.000107427944689
Parisi, Domenico ==> 4.99970407747e-05
Hara, Tadayoshi ==> 0.000150850920405
Tu, Yuancheng ==> 6.37250336238e-05
Nakase, Sumio ==> 2.81619737897e-05
Bruce, Rebecca F. ==> 0.000763606479971
Nairn, Rowan ==> 3.80892554786e-05
Chung, Hee Sung ==> 4.48379029303e-05
Oda, Kanae ==> 3.17192726246e-05
Taddei, Loredana ==> 4.93824375448e-05
Frelling, Michael J. ==> 3.92102170621e-05
Jiao, Shidou ==> 3.19576741942e-05
Nerima, Luka ==> 4.80074637037e-05
Aramaki, Eiji ==> 0.000152136956114
Guyomard, Marc ==> 2.83544968034e-05
Yamamoto, Masato ==> 3.76988551179e-05
Gorfu, Y. ==> 0.000108586155884
Hall, Johan ==> 0.000681849708674
Marcu, Daniel ==> 0.003388766422
Hwang, Chung Hee ==> 0.000108146231773
Alfonseca, Enrique ==> 7.74707285462e-05
McCarthy, Diana ==> 0.00088150395876
Martin, Willy ==> 3.76706557778e-05
Noda, Itsuki ==> 2.95758458503e-05
Tinsley, John ==> 4.73323831646e-05
Erdenebat, Dashtseren ==> 1.93256408646e-05
Ture, Ferhan ==> 5.67557434716e-05
Powers, David M. W. ==> 8.74821290432e-05
Ploux, Sabine ==> 3.91558187599e-05
Blackburn, Patrick ==> 4.93234602974e-05
Simon, Eszter ==> 2.63612026662e-05
Sengupta, Probal ==> 2.13043442125e-05
Rachidi, Tajje-Eddine ==> 2.59240783044e-05
Blatz, John ==> 3.52549997513e-05
Yih, Scott Wen-Tau ==> 0.000369574607889
Urbanowicz, Agnieszka ==> 6.95341395925e-05
Gorjanc, Vojko ==> 2.21463913876e-05
Zhang, Hua-Ping ==> 0.000166025296525
Matsunaga, Shoichi ==> 3.16584777185e-05
Zajac, Mini ==> 6.02442086908e-05
Li, Chi-Ho ==> 0.000162067684213
Koshino, Hideya ==> 5.13437029481e-05
Danieli, Morena ==> 2.36077493526e-05
Abrusci, V. Michele ==> 3.32662854256e-05
Carlson, Lynn ==> 0.000216518058262
Azuma, Ai ==> 4.02665253248e-05
Holan, Tomas ==> 4.23702611771e-05
Gupta, Kuhoo ==> 6.35716637383e-05
Li, Sun M. ==> 2.85050211697e-05
Iftene, Adrian ==> 2.22320564847e-05
Bes, Gabriel G. ==> 6.44575068328e-05
Le, Huong Thanh ==> 2.95454400364e-05
Ma, Wei-Yun ==> 0.000110567810669
Girju, Roxana ==> 0.000656002294578
Krause, Paul ==> 4.7522634059e-05
Margolis, Todd ==> 4.26271563097e-05
Shende, Sunil ==> 2.25298599448e-05
Ahrenberg, Lars ==> 0.00021365808856
Nie, Jian-Yun ==> 9.36500364975e-05
Scheible, Silke ==> 3.90185698575e-05
Kariaeva, Natalia ==> 6.2919580499e-05
Etzioni, Oren ==> 0.000319269147653
Nordstrom, Magnus ==> 2.1687874217e-05
Poznanski, Victor ==> 0.000125315008644
Caseiro, Diamantino ==> 3.61090064711e-05
Wasow, Thomas ==> 0.000129543181075
Langley, Chad ==> 0.000159061527827
Hughes, Thad ==> 4.68750680448e-05
Morgan, Nelson ==> 4.03320100588e-05
Hammervold, Kathrine ==> 3.11367955777e-05
Tengli, Ashwin ==> 2.8409268362e-05
Arregui, Miguel ==> 2.56630494165e-05
Romero, Maribel ==> 2.71029804649e-05
Shapiro, Stuart C. ==> 8.90027665336e-05
Moreau, Erwan ==> 2.55231589367e-05
Fais, Laurel ==> 8.11304811381e-05
Jingbo, Zhu ==> 4.8336498566e-05
GÃ³rski, RafaÅ‚ L. ==> 2.92424030575e-05
Chalatip, Thumkanon ==> 6.54729607109e-05
Webb, Nick ==> 0.000175402998933
Wu, Lide ==> 0.000134174365547
Fiszman, Marcelo ==> 0.000133151381817
Settles, Burr ==> 0.00010545605869
Ritter, Alan ==> 4.12887838812e-05
Odijk, Jan ==> 4.17073762313e-05
Sanchis, Alberto ==> 3.52549997513e-05
Labropoulou, P. ==> 1.94322054259e-05
Riesbeck, Christopher K. ==> 1.94468940402e-05
Schroder, Ingo ==> 9.81147103084e-05
Stenzhorn, Holger ==> 2.88700285391e-05
Kamps, Thomas ==> 0.000103512362053
Celce Murica, Marianne ==> 2.04473915998e-05
Russell, Jeffrey ==> 2.12443232678e-05
Pon-Barry, Heather ==> 0.00014101347768
Spyns, Peter ==> 0.000135494564056
Li, Xiaohong ==> 1.77507231271e-05
Doermann, David ==> 5.27224114998e-05
Pedersen, Mark ==> 3.90680581597e-05
Li, Juanzi ==> 2.93646468619e-05
Gildea, Daniel ==> 0.00251355643798
Sullivan, Thomas M. ==> 5.10688004698e-05
Yang, Jaehyung ==> 3.03542565208e-05
Haruechaiyasak, Choochart ==> 2.73494931398e-05
Lim, Jong-Gyun ==> 2.22196989398e-05
Atallah, Mikhail J. ==> 2.58731984189e-05
Rogers, Alex ==> 6.28322174063e-05
Golan, Igal ==> 5.99282373055e-05
Cote, Sharon ==> 0.000144159908473
Fasolo, Michela ==> 8.5805114697e-05
Abaitua, Joseba ==> 0.000148972636765
Odani, Michitaka ==> 2.97592143594e-05
Rogati, Monica ==> 0.000150833898788
Neumann, Günter ==> 2.02816127299e-05
Pustylnikov, Olga ==> 5.29510596578e-05
Jayaraman, Shyamsundar ==> 7.40030948512e-05
Lombardo, Vincenzo ==> 0.000291669240799
Smith, Barry ==> 2.77660589793e-05
King, Margaret ==> 0.000147925024342
Neuhaus, Peter ==> 0.000137344031634
Abend, Omri ==> 5.27723444035e-05
Girardi, Christian ==> 4.82255193936e-05
Lorenzo, Jose ==> 2.65149523444e-05
Gillett, John R. ==> 7.9872830745e-05
Zhou, Deyu ==> 2.35136638089e-05
Wilson V, James M. ==> 2.84682157335e-05
Monz, Christof ==> 0.000522689646009
Shan, Roy ==> 3.96325864342e-05
Krasavina, Olga ==> 3.97086699396e-05
PadÃ³, Sebastian ==> 3.16033895114e-05
Ellison, T. Mark ==> 0.000145599994694
Niemann, Michael ==> 2.3604877357e-05
Shi, Xiaodong ==> 3.51408060477e-05
Miller, Keith ==> 7.29186177115e-05
Mihelic, France ==> 3.16322656807e-05
Sanchez-Graillet, Olivia ==> 4.79246215668e-05
Maiorano, Steven J. ==> 0.0005374283622
Deligne, Sabine ==> 2.74682534586e-05
Balkan, Lorna ==> 6.40421803391e-05
Gasperin, Caroline ==> 0.000149080113727
Petterstedt, Michael ==> 2.5381529279e-05
Murguia, Elixabete ==> 1.80206453499e-05
Buranova, Eva ==> 3.28603668273e-05
Calzolari, Nicoletta ==> 0.000559142901951
Monroe, Burt L. ==> 5.98344354214e-05
Sitbon, Laurianne ==> 3.10447367974e-05
Lampert, Andrew ==> 2.37435672043e-05
Collins, Allan M. ==> 2.59491672807e-05
Phillips, Jon ==> 5.30428230016e-05
Hewson, John ==> 2.14582297828e-05
Larsen, Bjornar ==> 4.9554793189e-05
Cieri, Christopher ==> 3.7845770924e-05
Pla, Ferran ==> 9.87711425176e-05
Liu, Fang ==> 2.32101817433e-05
Boulianne, Gilles ==> 4.45455592661e-05
Brierley, Claire ==> 2.5124532749e-05
Piitulainen, Jussi ==> 4.88781326653e-05
Helbig, Hermann ==> 3.18546698078e-05
Estrella, Paula ==> 2.77093264463e-05
Theeramunkong, Thanaruk ==> 0.000149329881905
Van Lohuizen, Marcel P. ==> 3.03984296179e-05
Naerger, Petra ==> 3.63764830937e-05
Ito, Ryosuke ==> 4.5999077246e-05
Parkes, Cornelia H. ==> 3.32268480966e-05
Liu, Haibin ==> 2.69423213194e-05
Sugio, Toshiyuki ==> 6.12468685418e-05
Matsubara, Hitoshi ==> 4.11745392629e-05
