 ==> 0.00201519580503
Kit, Chunyu ==> 0.000330763091505
Purwarianti, Ayu ==> 2.09559019723e-05
Watkinson, Stephen ==> 5.68285068229e-05
Li, Yaoyong ==> 4.598845431e-05
Jing, Hongyan ==> 0.000962911406993
Miller, L. G. ==> 4.98723970085e-05
Lally, Adam ==> 1.86165140775e-05
Friberg, Karin ==> 1.71541790007e-05
Zhang, Hui ==> 0.000124331171098
Chan, Terence Y. W. ==> 2.46238863569e-05
Sukvari, Thana ==> 2.11467325905e-05
Tsovaltzi, Dimitra ==> 2.27532473289e-05
Fossati, Davide ==> 6.41674795445e-05
Waltz, David L. ==> 8.94265712459e-05
Mayor, A. ==> 1.65193609346e-05
Maamouri, Mohamed ==> 7.2387931684e-05
Okabe, Masayuki ==> 2.3520801823e-05
Montoyo, Andres ==> 8.80134346084e-05
Stabler Jr., Edward P. ==> 3.6607146448e-05
Oostdijk, Nelleke ==> 2.34506342758e-05
Singleton, Matt ==> 1.93984304635e-05
Silverman, Kim E. A. ==> 2.36111782844e-05
Stumberger, Douglas E. ==> 6.17593361622e-05
Claveau, Vincent ==> 6.37774509438e-05
Cotto, D. ==> 6.51520071487e-05
de Lucena, Diego Jesus ==> 1.60229709489e-05
Lee, Sungjin ==> 2.1650516016e-05
Badler, Norman ==> 2.59152422682e-05
Miyazaki, Noboru ==> 7.48775337355e-05
Liao, Xiantao ==> 2.63792295167e-05
Gaston, Jeremy ==> 3.21426296563e-05
Biewald, Luke ==> 5.81230063602e-05
Nishizawa, Shinichiro ==> 2.41663597222e-05
Barthelemy, Francois ==> 6.56762786504e-05
Kim, Jae-Ho ==> 5.92526726651e-05
Croft, William ==> 5.39165040268e-05
Gupta, Piklu ==> 3.18450050943e-05
Forsyth, David A. ==> 4.42867584161e-05
Cho, Han-Cheol ==> 3.7938120834e-05
Dorr, Bonnie Jean ==> 0.00101913048468
Ohkuma, Tomoko ==> 3.61878826105e-05
Al-Fares, Waleed ==> 4.51997960415e-05
Masaki, Noguchi ==> 2.1707276444e-05
Netter, Klaus ==> 0.000256347467377
Wintner, Shuly ==> 0.000197151813276
Dalmas, Tiphaine ==> 1.70774870643e-05
Dahlqvist, Bengt ==> 1.9880489451e-05
Stein, Gees C. ==> 3.76791346707e-05
Horvitz, Eric ==> 6.77824242405e-05
Lynam, T. R. ==> 2.23596160387e-05
Huang, Jin-Xia ==> 0.000120275803703
Abolhassani, Hassan ==> 2.76919170953e-05
Gamb&#228;ck, Bj&#246;rn ==> 4.55667175064e-05
Goweder, Abduelbaset ==> 2.01314446168e-05
Copestake, Ann ==> 0.000615495750307
Kawai, Atsuo ==> 0.000127371493231
Hasegawa, Yuji ==> 4.97911030801e-05
Garigliano, Roberto ==> 6.55772490614e-05
Liu, Key-Long ==> 6.00544772975e-05
Chow, Ka-Po ==> 1.7392813072e-05
Str&#246;mb&#228;ck, Lena ==> 2.70194173877e-05
Yablonsky, Serge A. ==> 2.64033039215e-05
Kalman, Laszlo ==> 2.42896410087e-05
Weerasinghe, Ruvan ==> 2.4529965435e-05
Hung, Hsieh-Chuan ==> 1.69081515435e-05
Sadat, Fatiha ==> 0.000228604406807
Wightman, Colin ==> 9.13212790148e-05
Manning, Christopher D. ==> 0.00321415609219
Hiatt, Laura ==> 5.12153984293e-05
Goldlust, Eric ==> 8.53574769636e-05
Hearst, Marti A. ==> 0.00200901469991
He, Yulan ==> 3.807344489e-05
Yamaji, Takahiro ==> 3.11563790211e-05
Areces, Carlos ==> 3.88303950804e-05
Å tepÃ¡nek, Jan ==> 4.82332133266e-05
Talbot, David ==> 0.000147823828303
Kuhn, Michael ==> 2.63155249695e-05
Shimizu, Nobuyuki ==> 0.00019495059604
Kudo, Taku ==> 0.000960144008181
Gibb, Darl ==> 4.45902435835e-05
Master, Demetrios ==> 2.5190008526e-05
McNaught, John ==> 0.000179813660236
Clark, Peter ==> 6.99345832245e-05
Ori, Manabu ==> 3.81736595204e-05
Daly, Nancy ==> 7.72716578363e-05
Ural, Ahmet Engin ==> 1.92452827358e-05
Hitzeman, Janet ==> 0.000335509251268
Pack, Daniel ==> 1.61183603298e-05
Nemat-Nasser, Syrus C. ==> 2.45284015501e-05
Belenko, Dmitriy ==> 5.0600439253e-05
Touset, Pascal ==> 2.41944354871e-05
Gyamfi, Yaw ==> 4.14107164711e-05
Goodman, Bradley A. ==> 7.08070116242e-05
English, Michael ==> 2.17146889918e-05
Dakka, Wisam ==> 4.33949230725e-05
Blaser, Brigitte ==> 3.63803744872e-05
Ali, Mohammad Naveed ==> 2.7753551645e-05
Prince, Violaine ==> 3.69721872968e-05
Mukerjee, Amitabha ==> 4.19875914665e-05
Schafer, Ulrich ==> 0.000247746493341
Baggia, Paolo ==> 2.6154197859e-05
Jon, Chamberlain ==> 2.59886615137e-05
Batista, Fernando ==> 3.00179100822e-05
Ksiezyk, Tomasz ==> 6.22883617068e-05
Zhao, Shubin ==> 0.000145417589854
Huang, Shang-Ming ==> 3.57612396047e-05
Schubert, Lenhart K. ==> 0.000303964997544
Soong, Frank K. ==> 7.49162327807e-05
Cook, Malcolm E. ==> 2.53726188889e-05
Plate, Tony ==> 5.42124216274e-05
Kogan, Shimon ==> 3.31422135933e-05
Katagiri, Yasuhiro ==> 2.64485764368e-05
Malaka, Rainer ==> 7.75534082963e-05
Bossard, Aur&#233;lien ==> 2.40511508709e-05
Wang, Jinghua ==> 2.16142346344e-05
Lesmo, Leonaxdo ==> 5.92688666666e-05
Kocsor, Andras ==> 5.44355870824e-05
Davidson, James ==> 4.95860293255e-05
Boonkwan, Prachya ==> 3.63210591904e-05
Walther, Maxkus ==> 4.04135046415e-05
Van Asch, Vincent ==> 5.7287246972e-05
McDowell, Joyce ==> 8.33733706457e-05
Gooi, Chung Heong ==> 6.28851087763e-05
Hamabe, Ryoji ==> 2.13896400151e-05
Rousseau, Daniel ==> 2.00437891428e-05
Bouma, Gosse ==> 0.000317035972261
Liu, Mary Xiaoyong ==> 3.08742749525e-05
Zhao, Lin ==> 3.4384912805e-05
Panaget, Franck ==> 2.87872914422e-05
Strunk, Jan ==> 4.29361400892e-05
Wiemer-Hastings, Katja ==> 1.61183603298e-05
Yousfi-Monod, Mehdi ==> 2.36147611322e-05
Li, Fuxin ==> 2.09940894219e-05
Shen, Dan ==> 0.000246904765603
Baschung, Karine ==> 4.16213654527e-05
Lu, Lie ==> 3.29711435643e-05
Lin, Yu-Hsiang ==> 3.84973479283e-05
Kearns, Michael S. ==> 9.67819707202e-05
Li, Haizhou ==> 0.000897528714131
Abrash, Victor ==> 3.2145320116e-05
Cormack, G. V. ==> 2.23596160387e-05
SpoustovÃ¡, DrahomÃ­ra johanka ==> 1.58484447633e-05
Garcia-Serrano, Ana ==> 1.83846794306e-05
Nutter, J. Terry ==> 6.76428208435e-05
Guo, Yinkun ==> 2.42642607862e-05
Abdelali, Ahmed ==> 6.04347122055e-05
Rouault, Jacques ==> 0.00013929346061
Langley, Pat ==> 1.6625774442e-05
Yang, Hui ==> 9.33925150861e-05
Healey, Patrick G.T. ==> 5.64890079407e-05
Hyde, Clinton ==> 5.91962126845e-05
Tamamura, Shin’ichi ==> 1.73184528186e-05
Oda, Akira ==> 1.80560254526e-05
Silveira, Sara ==> 5.62657325866e-05
Boggess, Lois ==> 6.38007524129e-05
Keselj, Vlado ==> 3.85090366321e-05
Soderland, Stephen ==> 0.000295549200946
Ishizaki, Shun ==> 1.7484758082e-05
Sim, Khe Chai ==> 6.25656487774e-05
Schulte Im Walde, Sabine ==> 0.000391959569244
Luke, Kang-Kwong ==> 3.94223017992e-05
Genzel, Dmitriy ==> 7.51668513273e-05
Petkevi&#x10D;, Vladim&#x0ED;r ==> 2.85908400553e-05
Duvignau, Karine ==> 1.79141357363e-05
Lopez, Beatriz ==> 3.9025261092e-05
Badr, Ibrahim ==> 6.45983850002e-05
Sundararajan, Arun ==> 3.77424243389e-05
Bengio, Samy ==> 4.01973799917e-05
Fought, Bill ==> 1.61063054338e-05
Mastroianni, Michael ==> 2.34515572213e-05
Bailey, Stacey ==> 2.75452360708e-05
Ni, Yizhao ==> 1.86985151644e-05
Porcelijn, Tijn ==> 2.29395635707e-05
Brown, Peter F. ==> 0.0027238138105
Galley, Michel ==> 0.000882684192206
Carazo, José María ==> 3.65404065814e-05
Phan, Xuan-Hieu ==> 7.66832335179e-05
Li, Yongqiang ==> 4.63006026941e-05
Flycht-Eriksson, Annika ==> 5.12406089016e-05
Newbold, Neil ==> 2.53551829666e-05
Herbst, Evan ==> 0.000370143147478
Li, Lishuang ==> 4.95575282841e-05
Virpioja, Sami ==> 5.53095491587e-05
Starr, Kathy ==> 3.26587750068e-05
Peter, McClanahan ==> 3.49352586132e-05
Grigorieva, Svetlana ==> 2.1077770514e-05
Cassano, Giulia ==> 1.9201535112e-05
Byrne, William J. ==> 0.000520862976195
Stanley ==> 2.92002765874e-05
Xinzhi, Chang ==> 4.21374005437e-05
Macherey, Wolfgang ==> 0.000215004795635
Fletcher, Janet ==> 1.72682888113e-05
Eyraud, Remi ==> 2.75805781194e-05
Schlesinger, Pavel ==> 5.28087197068e-05
Corston-Oliver, Simon H. ==> 0.000280396996147
Schubert, Klaus ==> 1.77460514915e-05
Reichart, Roi ==> 0.000396411702689
Hirsh Litenatsky, Susan ==> 3.24708743688e-05
Aldaz Salmon, Javier A. ==> 2.18031173931e-05
Riester, Arndt ==> 3.21758281637e-05
Klapaftis, Ioannis ==> 6.21720821557e-05
Aue, Anthony ==> 0.00011559950175
Freiling, Michael J. ==> 3.47584993279e-05
Sun, Yufang ==> 5.10840520579e-05
Frank, Ian ==> 2.14984232775e-05
Pearl, Lisa ==> 2.5880532691e-05
Lafferty, John D. ==> 0.000950985992871
Lee, Chong Min ==> 0.000153159563861
Das, Sujatha ==> 3.3996760005e-05
Stubbs, Amber ==> 2.69551779193e-05
Wilson, Stephen ==> 1.76093359989e-05
Pogodalla, Sylvain ==> 2.43639007642e-05
Chen, Xiaohe ==> 1.94227285873e-05
Aizono, Toshiko ==> 6.59162723434e-05
Juola, Patrick ==> 1.94099498774e-05
Miller, John E. ==> 5.25250514352e-05
Van Hamme, Hugo ==> 1.70067163069e-05
Andry, Francois ==> 0.000125377961236
Riccardi, Giuseppe ==> 0.000273930671161
Lu, Junzhi ==> 1.94227285873e-05
Decadt, Bart ==> 5.85293956394e-05
Richardson, Stephen D. ==> 0.000284489483219
Li, Linlin ==> 6.8152812187e-05
Zarcone, Alessandra ==> 2.47987275067e-05
Bilhaut, Frederik ==> 2.01971423155e-05
Noikongka, Daoyos ==> 1.61905935749e-05
Read, Walter ==> 3.09578658044e-05
Klakow, Dietrich ==> 6.22992213943e-05
Joshi, Ashutosh ==> 2.31480805514e-05
Uchimoto, Kiyotaka ==> 0.000907298644612
Schulz, Henrik ==> 3.16087612597e-05
Avramidis, Eleftherios ==> 6.78318718981e-05
M. Abo Bakr, Hitham ==> 2.54802715511e-05
Palme, Jacob ==> 4.60992088988e-05
Tang, Min ==> 7.13800843174e-05
Bansal, Mohit ==> 6.89478297588e-05
Lisacek, Frederique ==> 4.00008444011e-05
Kariya, Cheryl ==> 3.42723482102e-05
Leass, Herbert J. ==> 0.000301735615575
Stolfo, Salvatore J. ==> 2.05729568909e-05
Krishnamurthy, Rajasekar ==> 3.09283040307e-05
Huang, Xuangjing ==> 5.15773008496e-05
Goldsmith, Meredith J. ==> 3.88291391081e-05
Srichaivattana, Prapass ==> 3.25503331717e-05
Leonhard, Annette ==> 2.68688227943e-05
Caruana, Rich ==> 3.16934238362e-05
Tomuro, Noriko ==> 0.000119097230831
Quilici, Alex ==> 6.64750193384e-05
Tsai, Tzong-Han ==> 6.24830229613e-05
Thomas, Ian ==> 1.62383618327e-05
Ferguson, Mark ==> 0.000302072180428
Bilmes, Jeff A. ==> 0.000147941099398
Nakanishi, Masakazu ==> 0.000109446271261
Baumann, Stefan ==> 3.98326892375e-05
Cramer, Irene ==> 7.13312842094e-05
Penchev, Jordan ==> 1.74292470781e-05
Garera, Nikesh ==> 0.000181876930007
Lockman, Abe ==> 1.70952282123e-05
Pulman, Stephen G. ==> 0.000466707661534
Haffner, Patrick ==> 6.0807578091e-05
Artemieff, Suzanne ==> 4.35956113882e-05
Olsen, Sussi ==> 2.66976670304e-05
Andreyev, Slava ==> 4.95975221591e-05
Chang, Shih-Fu ==> 3.45351438021e-05
Bryant, Michael ==> 5.70289611859e-05
Antohe, Daniel ==> 0.000110840587019
Masui, Fumito ==> 6.83066711835e-05
Condon, Sherri L. ==> 7.55996769725e-05
Boytcheva, Svetla ==> 3.45609484593e-05
Halacsy, Peter ==> 0.000109986342855
Bessieres, Philippe ==> 2.90572285915e-05
Vertan, Cristina ==> 3.74377635332e-05
Bunescu, Razvan C. ==> 0.000374744900249
Piperidis, Stelios ==> 0.00011606001458
Dahlgren, Nancy L. ==> 0.000101669478392
Arnaiz, Alfredo ==> 4.03522112146e-05
Mohler, Gregor ==> 4.71498465486e-05
Duvert, Frédéric ==> 1.80270627948e-05
Toyoda, Masashi ==> 2.03710105689e-05
Futrelle, Robert P. ==> 4.48973551601e-05
Wakana, Takahiro ==> 4.37972289416e-05
Madkour, Amgad ==> 4.70475672931e-05
Nowak, Robert ==> 1.96093083436e-05
Trandabat, Diana Marie ==> 3.29773757606e-05
Barry, Chris ==> 0.000123801999039
Dalvi, Nilesh ==> 1.99846443444e-05
Knoll, Alois ==> 2.64128652837e-05
Ayache, Christelle ==> 3.11396342711e-05
Vemulapalli, Smita ==> 4.10228440234e-05
Kaplan, Ronald M. ==> 0.000942819178429
Chen, Aitao ==> 0.000104261633221
Chen, Yaodong ==> 2.64502063974e-05
Guida, Giovanni ==> 8.62853131413e-05
Puente, Salvador de la ==> 2.64018006637e-05
Jovanovic, Natasa ==> 3.7500950114e-05
Garber, Alan ==> 4.32763567215e-05
Sherertz, David D. ==> 0.000109972538286
Teng, Jei-Wen ==> 4.89743917368e-05
Bremer, John ==> 5.054577224e-05
Noel, J. ==> 6.10137123099e-05
Shastri, Lokendra ==> 5.31168347807e-05
Moran, Steve ==> 1.90082583696e-05
Neal, Jeannette G. ==> 3.84161918774e-05
Zhaoxiong, Chen ==> 6.21155472299e-05
Purpura, Stephen ==> 1.87236675116e-05
Baral, Chitta ==> 4.74844936234e-05
Zanzotto, Fabio Massimo ==> 0.000217114074683
Bachenko, Joan ==> 0.000150625327171
Schubert, Lenhart ==> 6.91689505497e-05
Elder, John ==> 3.72796766835e-05
Perboni, Sara ==> 2.40518992493e-05
Spranger, Kristina ==> 6.14545034214e-05
Allgayer, Jurgen ==> 6.99240782325e-05
Chanod, Jean-Pierre ==> 0.000226606616083
Versley, Yannick ==> 0.000158545668088
Chung, Siaw Fong ==> 1.76977541596e-05
Wilensky, Robert ==> 0.000100916052728
Prakash, Lakshmi ==> 3.32725393459e-05
Levesque, Hector J. ==> 6.80443901788e-05
Hutchinson, Ben ==> 9.26454851113e-05
Shaalan, Khaled ==> 3.22141094088e-05
Warren, David H. D. ==> 0.000170978455885
Soni, Ankit ==> 3.12064360518e-05
Tsourakis, Nikos ==> 0.000100296746078
Spracklin, Leanne ==> 2.02676421145e-05
Aman, Saima ==> 2.50880583265e-05
Rapaport, William J. ==> 6.21925409189e-05
Ciesielski, Victor B. ==> 4.20959710199e-05
Turpin, Andrew ==> 6.13653338738e-05
Steinacker, Ingeborg ==> 3.02107322413e-05
Martin, Jeff ==> 2.01192632022e-05
Chandrasekar, Raman ==> 5.01757947739e-05
Namata, Galileo ==> 6.54321309341e-05
Pizzato, Luiz Augusto ==> 3.50027159399e-05
Chidambaram, Deepthi ==> 2.36388016713e-05
Mandel, Mark ==> 0.000216565388584
Kobus, Catherine ==> 5.13978268925e-05
Vrusias, Bogdan ==> 2.01971423155e-05
Whitney, Paul ==> 4.62682882176e-05
Preub, Susanne ==> 2.33362352722e-05
Hernandez, Luis A. ==> 4.13891532221e-05
Tokuhisa, Ryoko ==> 2.96017531372e-05
Amores, J. Gabriel ==> 2.50859201031e-05
McClain, Jonathan T. ==> 2.79705725449e-05
Doi, Tsunehisa ==> 3.10317017836e-05
Yao, Jianmin ==> 5.18969531369e-05
George, Monte ==> 2.00973823556e-05
Zeman, Daniel ==> 0.000149624318135
Walz, Janet ==> 2.59056751619e-05
Sotillo, Cathy ==> 1.76697501725e-05
Maistros, Yanis ==> 2.19581535229e-05
Carvalho, Vitor R. ==> 7.26570526133e-05
Miyahara, Sueharu ==> 3.46403916077e-05
Jarvis, Peter ==> 2.2135656636e-05
Muller, Vinicius ==> 2.40431240022e-05
Otegi, Arantxa ==> 3.34194484241e-05
Forlines, Clifton ==> 2.69849935668e-05
Sun, Guangfan ==> 3.58547420872e-05
Hutches, David J. ==> 2.1836340624e-05
Kuhn, Karen ==> 2.93942117237e-05
Terashima, Ryuta ==> 2.96017531372e-05
Grois, Eugene ==> 4.02596779366e-05
Gammon, Edward ==> 2.33667028371e-05
Ahmad, Farooq ==> 4.42091166977e-05
Huang, Qiang ==> 1.59763833512e-05
Tsuzuki, Takashi ==> 3.9372731128e-05
Yonezaki, Naoki ==> 2.01152170298e-05
Torres Martins, André Filipe ==> 6.62513989089e-05
Yagi, Sane ==> 2.31326697192e-05
Purandare, Amruta ==> 0.000112544550529
Gregory, Michelle L. ==> 0.000133234391442
Dale, Robert ==> 0.000622302671543
Banks, Amelie ==> 4.40136241336e-05
Chevelu, Jonathan ==> 3.47096198594e-05
Sassolini, Eva ==> 1.87237595025e-05
Rakhilina, Ekaterina V. ==> 6.38670125041e-05
Maier, Wolfgang ==> 0.000190885643511
Shalyapina, Zoya M. ==> 0.000106620496874
Dreyer, Markus ==> 0.000186117830376
Spousta, Miroslav ==> 7.5694140387e-05
Park, Y. Albert ==> 3.2863870328e-05
Hastie, Trevor ==> 3.94180558323e-05
HajiÄ, Jan ==> 5.16185835421e-05
Griffiths, Thomas L. ==> 0.000264504172051
Pe&#241;a, Elizabeth ==> 2.04769827016e-05
McDonald, David D. ==> 0.000239899137006
Qin, Zengchang ==> 4.34367444386e-05
Lee, Changki ==> 1.63500805505e-05
Landes, Shari ==> 9.35925434326e-05
Bernd, Kiefer ==> 7.35259318109e-05
Jayarajan, Dinakar ==> 2.54865911065e-05
Beckstein, C. ==> 3.05576691591e-05
Harrison, Shelly P. ==> 2.93994169698e-05
Oi, Kozo ==> 1.74809699327e-05
Ruland, Tobias ==> 2.54917104922e-05
Baroni, Marco ==> 0.000143906209483
Wang, Rui ==> 0.000155796190071
Haghighi, Aria ==> 0.000562508826496
Urbina, Joaquin ==> 3.35373486687e-05
Forner, Pamela ==> 6.08816468663e-05
Van Durme, Benjamin ==> 0.000153580317587
Chang, Ming-Wei ==> 0.000119247399622
Yee, Lo Yuen ==> 0.000200027066894
Richards, Marc ==> 2.44759134475e-05
Zavaliagkos, George ==> 0.000103968692237
Postal, Paul M. ==> 2.4141917909e-05
Chen, Jiajun ==> 2.3438804915e-05
Brown, Allen ==> 2.56864648807e-05
Stokes, Nicola ==> 7.36637697627e-05
Schneider, Rene ==> 1.82271965138e-05
Sogaard, Anders ==> 3.59681346635e-05
Debili, Fathi ==> 5.19013732498e-05
Kwok, Kui Lam ==> 7.10687707713e-05
Rosé, Carolyn P. ==> 6.53656549356e-05
McArthur, Gregory ==> 3.72528836389e-05
Strong-Krause, Diane ==> 4.66684266736e-05
Tihanyi, László ==> 5.39605046252e-05
Wenjie, Li ==> 2.52255803638e-05
Pechsiri, Chaveevan ==> 2.2130601875e-05
Sornlertlamvanich, Virach ==> 0.000198881068872
Masulli, Francesco ==> 2.17077584644e-05
Moia, Telmo ==> 2.34219005623e-05
Fu, Guohong ==> 5.05270768804e-05
Silva, Jo&#227;o ==> 3.69276230366e-05
Srikanth, P ==> 4.01014801756e-05
Yamangil, Elif ==> 1.95368733746e-05
Thomson, Blaise ==> 9.73254109445e-05
Marc, Mitchell ==> 2.12690156689e-05
Dinur, Elad ==> 4.95096267674e-05
Schwarm, Sarah E. ==> 9.26217901454e-05
Hill, Jeff ==> 2.01084624047e-05
Caseli, Helena M. ==> 2.43826243726e-05
Boyer, Kristy ==> 2.99003272788e-05
Waxmonsky, Sonjia ==> 0.000100817458875
Heja, Eniko ==> 3.02749556099e-05
Inoue, Naomi ==> 2.2448954703e-05
Zhou, Yiping ==> 2.26950745046e-05
Ristad, Eric Sven ==> 6.34596448765e-05
Silberztein, Max D. ==> 2.61491188611e-05
Ball, Jerry ==> 2.906158888e-05
Palmer, Alexis ==> 7.31670357233e-05
Yuan, Jinhui ==> 2.3277161384e-05
Stuckardt, Roland ==> 6.40758192143e-05
Divay, Olivier ==> 2.22165685401e-05
Tikk, Domonkos ==> 2.65453602635e-05
Gorlinsky, James ==> 0.000105585966116
Moll&#225;, Diego ==> 5.43866340419e-05
Kida, Yuuko ==> 0.000107766130928
Christian, Gwen ==> 2.29588840296e-05
Keller, Frank ==> 0.000637887642796
Torrens, Edson Wilson ==> 2.91878920777e-05
Li, Jingyang ==> 1.93879884475e-05
Craggs, Richard ==> 5.12997026978e-05
Granger, Richard H. ==> 6.06826773916e-05
Taira, Hirotoshi ==> 8.38383655062e-05
Saquete, Estela ==> 6.84858180856e-05
Pfister, Beat ==> 2.21421396924e-05
Saha, Sujan Kumar ==> 8.30535771592e-05
Veillon, Gerard ==> 4.41067076577e-05
Uchino, Hajime ==> 5.36547849065e-05
Ghassem-Sani, Gholamreza ==> 2.09115902353e-05
Klüwer, Tina ==> 2.31751612767e-05
Wiersma, Wybo ==> 2.22711514198e-05
Pery-Woodley, Marie-Paule ==> 4.31710483573e-05
Coch, Jose ==> 0.000102637335243
Cinkov&#225;, Silvie ==> 1.68283356318e-05
Ulivieri, Marisa ==> 4.07139271753e-05
Butt, Tahir ==> 1.97943226597e-05
Descles, Jean Pierre ==> 2.37477932277e-05
Shirado, Tamotsu ==> 3.16685659339e-05
Hagen, Andreas ==> 5.63010018403e-05
Bharati, Akshar ==> 6.41035917558e-05
Divi, Vijay ==> 2.69849935668e-05
Xu, Weiqun ==> 4.89150848729e-05
Chen, Erdong ==> 4.81777301521e-05
Subramaniam, L. Venkata ==> 5.15952518358e-05
Balahur-Dobrescu, Alexandra ==> 4.85797756704e-05
Biller, Ofer ==> 4.06334991309e-05
Khapra, Mitesh M. ==> 2.13770884295e-05
Saraclar, Murat ==> 0.000279813467899
Fornell, Jan ==> 1.63856396901e-05
Pasca, Marius A. ==> 0.000494453238159
Picard, Justin ==> 1.9140588982e-05
Pedersen, Bo ==> 2.68828680895e-05
Dong, Minghui ==> 6.25656487774e-05
Spreyer, Kathrin ==> 0.000171756833977
Chan, Yee Seng ==> 0.000471190143544
Branco, António H. ==> 0.00012472792155
Schwab, Didier ==> 4.04178377937e-05
Font Llitjos, Ariadna ==> 2.83452362845e-05
Nobata, Chikashi ==> 0.000292510626842
Dunning, Ted E. ==> 0.000616185935272
Mehler, Alexander ==> 0.000132129019363
Muller, Karin ==> 0.000110385407493
Blair-Goldensohn, Sasha ==> 0.000101267785805
Goyal, Ishaan ==> 2.43465330171e-05
Granell, Ramon ==> 3.83179293772e-05
Morgenstern, Leora ==> 1.85747453269e-05
Ivanovic, Edward ==> 3.67234530883e-05
Kipp, Michael ==> 5.05746525923e-05
Lee, Wonil ==> 2.10855347432e-05
Morales, Nicolas ==> 9.10547594453e-05
Ravi, Sujith ==> 0.000189331968812
Hogan, Deirdre ==> 0.000156534590071
Merkel, Magnus ==> 9.25626626392e-05
Fukushima, Hiromichi ==> 1.99025175331e-05
Talukdar, Partha Pratim ==> 0.000102375439626
Hori, Takaaki ==> 2.04658565116e-05
Smith, Andrew E. ==> 0.000121845282607
Anderson, Barbara B. ==> 1.64342392715e-05
Dilts, Philip ==> 2.89147316499e-05
Yang, Zhongfa ==> 5.2482024496e-05
Cheng, Yuchang ==> 0.000124615425445
Fairon, Cedrick ==> 2.00445556094e-05
Razmara, Majid ==> 1.908310251e-05
Garbin, Eric ==> 4.04029088163e-05
Sibun, Penelope ==> 0.000331422029257
Benkerimi, Kerima ==> 2.81010835212e-05
Jiao, Feng ==> 4.03197757985e-05
Jonson, Rebecca ==> 4.47787474668e-05
Fukumoto, Fumiyo ==> 0.000194581188819
Daciuk, Jan ==> 5.84050536987e-05
Graf, Winfried ==> 6.7663008975e-05
Nguyen, Dat P.T. ==> 2.79219400284e-05
Abramowicz, Witold ==> 3.96063541791e-05
Gangemi, Aldo ==> 1.80270627948e-05
Hwang, Mei-Yuh ==> 0.000124017874689
Clark, Cortis ==> 2.70386779242e-05
Kass, Ariel ==> 2.29212286111e-05
Hunsicker, Sabine ==> 6.55044430628e-05
Lee, Sang-Zoo ==> 5.98400272764e-05
Murthy, Kavi Narayana ==> 4.18702445339e-05
Ai, Hua ==> 4.84515949127e-05
Bad, Rens ==> 3.20752518631e-05
Zhu, Xiaojin ==> 0.000169221638252
Parisi, Domenico ==> 4.42229929577e-05
Hara, Tadayoshi ==> 0.000154173117857
Tu, Yuancheng ==> 9.52667028461e-05
Nakase, Sumio ==> 2.47151943241e-05
Bruce, Rebecca F. ==> 0.000670951641142
Nairn, Rowan ==> 4.94740138125e-05
Chung, Hee Sung ==> 4.01478832698e-05
Oda, Kanae ==> 2.76608107813e-05
Schweitzer, Katrin ==> 2.03217274259e-05
Taddei, Loredana ==> 4.24836281291e-05
Frelling, Michael J. ==> 3.52296633723e-05
Takayama, Yasuhiro ==> 2.03710105689e-05
Jiao, Shidou ==> 2.78790903409e-05
Nerima, Luka ==> 5.26064161864e-05
Aramaki, Eiji ==> 0.000160395423326
Guyomard, Marc ==> 2.54065822079e-05
Yamamoto, Masato ==> 3.2621524424e-05
Gorfu, Y. ==> 9.64572633129e-05
Hall, Johan ==> 0.000705146994139
Marcu, Daniel ==> 0.00340200641374
Hwang, Chung Hee ==> 9.36691025111e-05
Alfonseca, Enrique ==> 9.3996618425e-05
McCarthy, Diana ==> 0.000969584804776
Martin, Willy ==> 3.37039197692e-05
Noda, Itsuki ==> 2.6339439336e-05
Tinsley, John ==> 4.00330441656e-05
Erdenebat, Dashtseren ==> 1.73184528186e-05
Ture, Ferhan ==> 5.16669659414e-05
Powers, David M. W. ==> 7.67411111533e-05
Ploux, Sabine ==> 3.40616166568e-05
Blackburn, Patrick ==> 4.81052929787e-05
Simon, Eszter ==> 2.5014018844e-05
Sengupta, Probal ==> 1.89686245294e-05
Rachidi, Tajje-Eddine ==> 2.31326697192e-05
Blatz, John ==> 3.30429332935e-05
Yih, Scott Wen-Tau ==> 0.000389567922907
Urbanowicz, Agnieszka ==> 6.17313274388e-05
Gorjanc, Vojko ==> 1.95566494676e-05
Zhang, Hua-Ping ==> 0.000142332050471
Matsunaga, Shoichi ==> 2.82497406481e-05
Zajac, Mini ==> 5.29223257397e-05
Li, Chi-Ho ==> 0.000194820248714
Koshino, Hideya ==> 4.5208210424e-05
Danieli, Morena ==> 2.09196321931e-05
Abrusci, V. Michele ==> 2.95078224952e-05
Carlson, Lynn ==> 0.000193476118938
Bronzan, Aaron ==> 2.41632873922e-05
Holan, Tomas ==> 3.69108057014e-05
Gupta, Kuhoo ==> 6.50336423057e-05
Li, Sun M. ==> 2.52484787257e-05
Iftene, Adrian ==> 3.32539378603e-05
Bes, Gabriel G. ==> 5.64579763552e-05
Le, Huong Thanh ==> 2.87844048661e-05
Ma, Wei-Yun ==> 0.000111898743513
