 ==> 0.0272685061979
Kit, Chunyu ==> 0.000504029339336
Schafer, Ulrich ==> 9.5994082582e-05
Baggia, Paolo ==> 0.0
Batista, Fernando ==> 1.59284241805e-08
Ksiezyk, Tomasz ==> 9.10117162245e-06
Zhao, Shubin ==> 1.44631508945e-05
Huang, Shang-Ming ==> 4.01965146344e-05
Schubert, Lenhart K. ==> 0.000737042812914
Soong, Frank K. ==> 0.000100840249695
Cook, Malcolm E. ==> 2.20638855959e-06
Plate, Tony ==> 5.96553145553e-06
Katagiri, Yasuhiro ==> 0.0
Malaka, Rainer ==> 8.55196167666e-06
Wang, Jinghua ==> 1.24115447117e-08
Kocsor, Andras ==> 5.88061780421e-05
Davidson, James ==> 6.11586383775e-05
Boonkwan, Prachya ==> 1.38550526219e-07
Kong, Fang ==> 1.35115212445e-07
McDowell, Joyce ==> 0.000204554743024
Gooi, Chung Heong ==> 1.64191235478e-06
Hamabe, Ryoji ==> 0.0
Rousseau, Daniel ==> 0.0
Bouma, Gosse ==> 0.00116069058341
Liu, Mary Xiaoyong ==> 3.44917774567e-07
Zhao, Lin ==> 8.49671881719e-07
Panaget, Franck ==> 1.68592242966e-07
Strunk, Jan ==> 5.72627644575e-07
Wiemer-Hastings, Katja ==> 0.0
Yousfi-Monod, Mehdi ==> 5.13129421717e-05
Li, Fuxin ==> 2.46735102848e-08
Shen, Dan ==> 0.000137412419533
Baschung, Karine ==> 6.99421199255e-07
Lu, Lie ==> 5.30168164663e-07
Bolc, Leonard ==> 2.24406118951e-06
Kearns, Michael S. ==> 9.79509477931e-06
Li, Haizhou ==> 0.000459766950198
Abrash, Victor ==> 9.5090563381e-08
Cormack, G. V. ==> 1.92468946552e-08
SpoustovÃ¡, DrahomÃ­ra johanka ==> 0.0
Garcia-Serrano, Ana ==> 0.0
Nutter, J. Terry ==> 2.25082146756e-05
Guo, Yinkun ==> 3.92998385882e-09
Abdelali, Ahmed ==> 4.43366227932e-06
Rouault, Jacques ==> 3.7164939488e-08
Langley, Pat ==> 0.0
Yang, Hui ==> 9.64500106624e-07
Healey, Patrick G.T. ==> 3.75767175896e-06
Hyde, Clinton ==> 9.4429874283e-07
Tamamura, Shin’ichi ==> 0.0
Oda, Akira ==> 0.0
Boggess, Lois ==> 4.91517817002e-06
Keselj, Vlado ==> 1.87483445047e-06
Soderland, Stephen ==> 0.000169669127385
Ishizaki, Shun ==> 0.0
Sim, Khe Chai ==> 2.52504392773e-06
Schulte Im Walde, Sabine ==> 0.000416044340275
Luke, Kang-Kwong ==> 1.31776061516e-06
Genzel, Dmitriy ==> 1.26826591101e-05
Lopez, Beatriz ==> 0.000120763818448
Badr, Ibrahim ==> 2.24025720152e-06
Sundararajan, Arun ==> 1.4628724934e-07
Bengio, Samy ==> 1.84014710064e-07
Fought, Bill ==> 0.0
Mastroianni, Michael ==> 6.25753567911e-08
Bailey, Stacey ==> 1.86361049879e-07
Porcelijn, Tijn ==> 9.17936796156e-09
Brown, Peter F. ==> 0.0103104361192
Galley, Michel ==> 0.00094781579053
Carazo, José María ==> 4.91599728678e-11
Phan, Xuan-Hieu ==> 9.16713828833e-07
Flycht-Eriksson, Annika ==> 8.25177239688e-06
Newbold, Neil ==> 0.0
Herbst, Evan ==> 4.42347201735e-05
Li, Lishuang ==> 1.04240064432e-05
Starr, Kathy ==> 6.9589761199e-07
Peter, McClanahan ==> 5.00107920701e-08
Grigorieva, Svetlana ==> 1.75163450147e-08
Cassano, Giulia ==> 0.0
Byrne, William J. ==> 4.37058538206e-05
Stanley ==> 4.32529234437e-07
Xinzhi, Chang ==> 3.36530381779e-07
Macherey, Wolfgang ==> 7.24602602597e-06
Fletcher, Janet ==> 0.0
Eyraud, Remi ==> 1.67212740674e-06
Schlesinger, Pavel ==> 6.73907881625e-06
Corston-Oliver, Simon H. ==> 0.000158019895837
Schubert, Klaus ==> 0.0
Reichart, Roi ==> 2.98542510706e-05
Hirsh Litenatsky, Susan ==> 6.04307959155e-10
Aldaz Salmon, Javier A. ==> 0.0
Klapaftis, Ioannis ==> 8.98099611399e-09
Aue, Anthony ==> 3.16033635502e-05
Freiling, Michael J. ==> 1.19756799428e-05
Sun, Yufang ==> 7.24520378508e-07
Frank, Ian ==> 2.0078881396e-08
Pearl, Lisa ==> 1.77368919974e-07
Lafferty, John D. ==> 0.00202360360744
Lee, Chong Min ==> 1.15290861356e-05
Das, Sujatha ==> 1.22342996912e-06
Stubbs, Amber ==> 4.32983897644e-09
Wilson, Stephen ==> 0.0
Pogodalla, Sylvain ==> 0.0
Chen, Xiaohe ==> 7.71088316928e-09
Aizono, Toshiko ==> 6.82074728514e-06
Juola, Patrick ==> 0.0
Miller, John E. ==> 5.94508179117e-07
Van Hamme, Hugo ==> 0.0
Andry, Francois ==> 8.96988308852e-05
Riccardi, Giuseppe ==> 0.000215122734666
Lu, Junzhi ==> 7.71088316928e-09
Decadt, Bart ==> 1.39025786847e-06
Richardson, Stephen D. ==> 0.000417895226833
Zarcone, Alessandra ==> 1.73842302284e-07
Guitierrez, Juana M. ==> 1.3586803113e-08
Bilhaut, Frederik ==> 0.0
Noikongka, Daoyos ==> 0.0
Read, Walter ==> 2.70670803094e-06
Klakow, Dietrich ==> 2.64986125266e-06
Joshi, Ashutosh ==> 4.34977641688e-09
Uchimoto, Kiyotaka ==> 0.00124702279855
Schulz, Henrik ==> 4.65809725892e-08
Avramidis, Eleftherios ==> 5.97181182211e-07
Palme, Jacob ==> 1.23883131627e-08
Tang, Min ==> 3.29031697358e-06
Bansal, Mohit ==> 0.0
Lisacek, Frederique ==> 2.18750542539e-06
Kariya, Cheryl ==> 0.0
Leass, Herbert J. ==> 0.000567200260888
Stolfo, Salvatore J. ==> 1.30563656493e-08
Krishnamurthy, Rajasekar ==> 1.0970640155e-06
Goldsmith, Meredith J. ==> 1.21731672346e-07
Srichaivattana, Prapass ==> 1.42333508154e-06
Kazuhide, YAMAMOTO ==> 8.88412154915e-08
Caruana, Rich ==> 9.3752009276e-08
Tomuro, Noriko ==> 2.25138762069e-05
Quilici, Alex ==> 3.62179458489e-05
Tsai, Tzong-Han ==> 6.92206838262e-06
Thomas, Ian ==> 0.0
Ferguson, Mark ==> 0.000127673577466
Bilmes, Jeff A. ==> 0.000103085160653
Nakanishi, Masakazu ==> 6.02582050187e-05
Baumann, Stefan ==> 3.55949109727e-07
Cramer, Irene ==> 1.32074789198e-05
Penchev, Jordan ==> 0.0
Garera, Nikesh ==> 9.44267525554e-06
Lockman, Abe ==> 0.0
Pulman, Stephen G. ==> 0.00212639631572
Haffner, Patrick ==> 8.81261838024e-08
Artemieff, Suzanne ==> 5.04138603511e-06
Olsen, Sussi ==> 2.58811588182e-07
Andreyev, Slava ==> 3.23104174817e-06
Chang, Shih-Fu ==> 2.72874856891e-05
Bryant, Michael ==> 1.92819247058e-05
Antohe, Daniel ==> 6.89002151565e-06
Masui, Fumito ==> 5.67187638177e-05
Condon, Sherri L. ==> 0.000362916446574
Boytcheva, Svetla ==> 4.00092301637e-07
Halacsy, Peter ==> 7.71120137434e-05
Bessieres, Philippe ==> 6.912228652e-08
Vertan, Cristina ==> 0.000221379156217
Bunescu, Razvan C. ==> 0.000619891669406
Piperidis, Stelios ==> 3.56156182501e-05
Dahlgren, Nancy L. ==> 1.44899976263e-05
Arnaiz, Alfredo ==> 2.64707622763e-06
Mohler, Gregor ==> 5.30317310877e-06
Duvert, Frédéric ==> 0.0
Futrelle, Robert P. ==> 1.18630499998e-06
Wakana, Takahiro ==> 1.5071235733e-05
Madkour, Amgad ==> 9.02388126567e-06
Nowak, Robert ==> 7.48823364085e-10
Trandabat, Diana Marie ==> 4.52701322789e-06
Barry, Chris ==> 7.14203707238e-06
Ayache, Christelle ==> 1.30627034793e-07
Kaplan, Ronald M. ==> 0.00400473069734
Chen, Aitao ==> 9.17537326658e-05
Chen, Yaodong ==> 1.09314698059e-08
Guida, Giovanni ==> 5.05563160672e-05
Jovanovic, Natasa ==> 4.71454030729e-08
Sherertz, David D. ==> 0.0
Teng, Jei-Wen ==> 2.79501267549e-06
Bremer, John ==> 3.76213205674e-05
Noel, J. ==> 0.000123881759799
Shastri, Lokendra ==> 0.000798511788416
Moran, Steve ==> 1.18145488693e-08
Neal, Jeannette G. ==> 1.44094373077e-06
Zhaoxiong, Chen ==> 1.49970511383e-05
Purpura, Stephen ==> 5.81238529738e-10
Baral, Chitta ==> 5.81655227254e-07
Zanzotto, Fabio Massimo ==> 6.43868066576e-05
Bachenko, Joan ==> 0.00054949195727
Elder, John ==> 3.20498510914e-06
Perboni, Sara ==> 4.03856151146e-07
Spranger, Kristina ==> 3.08590465461e-06
Allgayer, Jurgen ==> 6.23097236787e-06
Chanod, Jean-Pierre ==> 0.000396431021862
Versley, Yannick ==> 4.37747118533e-05
Chung, Siaw Fong ==> 0.0
Wilensky, Robert ==> 8.52895665662e-05
Prakash, Lakshmi ==> 5.95553153831e-07
Levesque, Hector J. ==> 5.2389346343e-05
Hutchinson, Ben ==> 1.21566241654e-06
Shaalan, Khaled ==> 1.2381978134e-07
Warren, David H. D. ==> 0.00010249955445
Soni, Ankit ==> 1.09610763471e-05
Tsourakis, Nikos ==> 1.41890676036e-06
Spracklin, Leanne ==> 1.39108274157e-07
Aman, Saima ==> 1.17431149795e-08
Rapaport, William J. ==> 9.46497048963e-06
Ciesielski, Victor B. ==> 1.48659757952e-08
Turpin, Andrew ==> 2.34637717356e-06
Steinacker, Ingeborg ==> 1.38065801183e-05
Martin, Jeff ==> 1.21487183901e-07
Chandrasekar, Raman ==> 2.07368172834e-06
Namata, Galileo ==> 0.0
Chidambaram, Deepthi ==> 1.70559422018e-07
Mandel, Mark ==> 0.000795376563768
Kobus, Catherine ==> 1.95732124387e-07
Vrusias, Bogdan ==> 0.0
Whitney, Paul ==> 8.43080042115e-07
Preub, Susanne ==> 1.18814822778e-07
Hernandez, Luis A. ==> 0.000120763818448
Tokuhisa, Ryoko ==> 1.50854863251e-07
Amores, J. Gabriel ==> 3.59081540947e-10
McClain, Jonathan T. ==> 0.0
Doi, Tsunehisa ==> 0.0
Yao, Jianmin ==> 3.45112179078e-06
Zeman, Daniel ==> 3.63845966083e-05
Walz, Janet ==> 2.14639480313e-06
Sotillo, Cathy ==> 0.0
Maistros, Yanis ==> 0.0
Carvalho, Vitor R. ==> 8.30197914561e-06
Miyahara, Sueharu ==> 1.01807898728e-07
Jarvis, Peter ==> 0.0
Muller, Vinicius ==> 1.18378712605e-09
Otegi, Arantxa ==> 1.1012758117e-07
Forlines, Clifton ==> 1.6629946271e-07
Sun, Guangfan ==> 2.41141882313e-07
Hutches, David J. ==> 4.65516710067e-09
Kuhn, Karen ==> 9.78523342384e-08
Terashima, Ryuta ==> 1.50854863251e-07
Grois, Eugene ==> 1.17776927718e-06
Gammon, Edward ==> 0.0
Ahmad, Farooq ==> 8.88785551444e-08
Huang, Qiang ==> 0.0
Tsuzuki, Takashi ==> 9.16471897842e-08
Yonezaki, Naoki ==> 0.0
Torres Martins, André Filipe ==> 4.65876512662e-07
Yagi, Sane ==> 0.0
Purandare, Amruta ==> 3.30023103342e-05
Gregory, Michelle L. ==> 4.39430125611e-05
Dale, Robert ==> 0.00185482811164
Banks, Amelie ==> 3.22770106127e-06
Sassolini, Eva ==> 1.52152768274e-09
Rakhilina, Ekaterina V. ==> 0.0
Maier, Wolfgang ==> 1.46170344292e-05
Shalyapina, Zoya M. ==> 0.0
Dreyer, Markus ==> 1.54234911864e-05
Spousta, Miroslav ==> 3.10915526822e-05
Hastie, Trevor ==> 4.61855736251e-07
HajiÄ, Jan ==> 1.83672180761e-07
Griffiths, Thomas L. ==> 0.000147112915714
McDonald, David D. ==> 0.000490331394613
Qin, Zengchang ==> 1.12801582877e-06
Lee, Changki ==> 0.0
Landes, Shari ==> 6.35809031123e-06
Bernd, Kiefer ==> 4.77383708595e-06
Jayarajan, Dinakar ==> 3.37247693125e-07
Beckstein, C. ==> 6.93855750725e-07
Harrison, Shelly P. ==> 1.04642164113e-06
Oi, Kozo ==> 0.0
Ruland, Tobias ==> 7.26861859338e-09
Gavaldh, Marsal ==> 2.55208336439e-06
Baroni, Marco ==> 0.000108443847695
Wang, Rui ==> 3.32446120049e-08
Haghighi, Aria ==> 0.000127553072092
Urbina, Joaquin ==> 6.60104484937e-07
Forner, Pamela ==> 1.27099278951e-05
Van Durme, Benjamin ==> 3.68805527281e-05
Chang, Ming-Wei ==> 1.30132154788e-06
Yee, Lo Yuen ==> 1.36983279742e-07
Richards, Marc ==> 2.95497996382e-07
Zavaliagkos, George ==> 3.50832899844e-06
Postal, Paul M. ==> 6.2743896545e-08
Chen, Jiajun ==> 2.66924802803e-08
Brown, Allen ==> 8.29478401852e-07
Stokes, Nicola ==> 3.29284701472e-06
Schneider, Rene ==> 5.50349996756e-10
Sogaard, Anders ==> 1.17401816451e-06
Debili, Fathi ==> 2.83606216762e-06
Kwok, Kui Lam ==> 3.51664694862e-05
Rosé, Carolyn P. ==> 0.0
McArthur, Gregory ==> 4.59626794636e-07
Strong-Krause, Diane ==> 3.97267205369e-05
Tihanyi, László ==> 3.72968465165e-06
Wenjie, Li ==> 3.62828388886e-07
Pechsiri, Chaveevan ==> 9.12923288789e-08
Sornlertlamvanich, Virach ==> 0.000548689799012
Masulli, Francesco ==> 1.82469853294e-08
Moia, Telmo ==> 7.48708849087e-09
Fu, Guohong ==> 1.96969851452e-05
Srikanth, P ==> 1.39844666624e-06
Yamangil, Elif ==> 5.01623360755e-10
Thomson, Blaise ==> 1.91726445555e-05
Marc, Mitchell ==> 4.53674132486e-08
Schwarm, Sarah E. ==> 2.24787453501e-05
Hill, Jeff ==> 4.76390156315e-08
Caseli, Helena M. ==> 1.39755097629e-07
Boyer, Kristy ==> 2.74453995012e-07
Waxmonsky, Sonjia ==> 3.91257412528e-06
Heja, Eniko ==> 3.81183013265e-08
Inoue, Naomi ==> 3.611028904e-08
Zhou, Yiping ==> 0.0
Ristad, Eric Sven ==> 2.05977062901e-05
Silberztein, Max D. ==> 2.85668082367e-07
Ball, Jerry ==> 0.0
Palmer, Alexis ==> 4.3103392111e-06
Yuan, Jinhui ==> 2.89147572601e-08
Stuckardt, Roland ==> 8.85670383316e-06
Divay, Olivier ==> 2.74919287735e-08
Gorlinsky, James ==> 5.26029432319e-05
Kida, Yuuko ==> 1.98323602821e-05
Christian, Gwen ==> 0.0
Keller, Frank ==> 0.00124896805754
Torrens, Edson Wilson ==> 3.10619235397e-07
Li, Jingyang ==> 2.42975382024e-08
Craggs, Richard ==> 1.28495520805e-06
Granger, Richard H. ==> 1.3350861302e-05
Taira, Hirotoshi ==> 1.83851290858e-05
Saquete, Estela ==> 2.56051225345e-05
Pfister, Beat ==> 3.01999064175e-08
Saha, Sujan Kumar ==> 1.53093664287e-05
Veillon, Gerard ==> 8.64278445845e-07
Uchino, Hajime ==> 2.83134969455e-06
Ghassem-Sani, Gholamreza ==> 1.60490139806e-10
Klüwer, Tina ==> 4.58826413433e-10
Wiersma, Wybo ==> 1.55532484113e-06
Pery-Woodley, Marie-Paule ==> 0.000223525721038
Coch, Jose ==> 0.00031203354402
Ulivieri, Marisa ==> 2.66968239448e-05
Butt, Tahir ==> 2.15189249834e-08
Descles, Jean Pierre ==> 0.0
Shirado, Tamotsu ==> 2.8555227118e-07
Hagen, Andreas ==> 2.35377950091e-08
Bharati, Akshar ==> 4.3135532917e-06
Divi, Vijay ==> 1.6629946271e-07
Xu, Weiqun ==> 7.56845820267e-07
Chen, Erdong ==> 5.8356097056e-07
Subramaniam, L. Venkata ==> 1.34724943755e-06
Balahur-Dobrescu, Alexandra ==> 9.23367812644e-09
Donghong, Ji ==> 3.85893042612e-09
Biller, Ofer ==> 2.65937806374e-07
Saraclar, Murat ==> 0.000289826767591
Fornell, Jan ==> 0.0
Pasca, Marius A. ==> 0.000888573467957
Picard, Justin ==> 1.52460189241e-07
Pedersen, Bo ==> 3.5691466626e-08
Dong, Minghui ==> 2.52504392773e-06
Spreyer, Kathrin ==> 2.38754776001e-05
Chan, Yee Seng ==> 0.000145820111501
Branco, António H. ==> 3.3833248944e-05
Schwab, Didier ==> 0.0
Font Llitjos, Ariadna ==> 1.12956337893e-08
Nobata, Chikashi ==> 0.000323375275883
Dunning, Ted E. ==> 0.00299751803497
Mehler, Alexander ==> 0.00116080613839
Muller, Karin ==> 0.000253285192341
Blair-Goldensohn, Sasha ==> 2.03412282383e-05
Goyal, Ishaan ==> 1.30343702414e-08
Granell, Ramon ==> 1.37952346147e-06
Morgenstern, Leora ==> 0.0
Ivanovic, Edward ==> 1.20834483392e-06
Kipp, Michael ==> 2.8747787575e-06
Lee, Wonil ==> 8.62910270693e-07
Ravi, Sujith ==> 1.63574641706e-05
Hogan, Deirdre ==> 1.45023696797e-05
Merkel, Magnus ==> 1.29820298511e-05
Fukushima, Hiromichi ==> 0.0
Talukdar, Partha Pratim ==> 2.00152864824e-05
Hori, Takaaki ==> 1.54110566709e-07
Smith, Andrew E. ==> 1.39187721248e-05
Anderson, Barbara B. ==> 0.0
Dilts, Philip ==> 2.03669210332e-06
Yang, Zhongfa ==> 1.48046682884e-06
Cheng, Yuchang ==> 2.17426167028e-05
Fairon, Cedrick ==> 9.18692053179e-08
Razmara, Majid ==> 1.15634905345e-09
Garbin, Eric ==> 1.12378641956e-05
Sibun, Penelope ==> 0.000948515470913
Benkerimi, Kerima ==> 6.21630376027e-07
Jiao, Feng ==> 1.67825603043e-07
Jonson, Rebecca ==> 3.98221157764e-06
Fukumoto, Fumiyo ==> 0.000150724111974
Daciuk, Jan ==> 9.55095006283e-06
Graf, Winfried ==> 5.0731967902e-05
Nguyen, Dat P.T. ==> 1.16547203932e-06
Abramowicz, Witold ==> 5.35095688593e-07
Gangemi, Aldo ==> 0.0
Hwang, Mei-Yuh ==> 9.68659985514e-06
Clark, Cortis ==> 4.79048621492e-08
Kass, Ariel ==> 1.20000571914e-08
Lee, Sang-Zoo ==> 5.21267999301e-06
Murthy, Kavi Narayana ==> 1.76777047975e-06
Ai, Hua ==> 3.01231320474e-05
Bad, Rens ==> 5.30442359044e-07
Zhu, Xiaojin ==> 2.7450446062e-05
Parisi, Domenico ==> 1.97862670848e-06
Hara, Tadayoshi ==> 1.09347837882e-05
Tu, Yuancheng ==> 9.52269321531e-07
Nakase, Sumio ==> 2.10098587859e-09
Bruce, Rebecca F. ==> 0.00143031442508
Nairn, Rowan ==> 1.72849201654e-07
Chung, Hee Sung ==> 0.000221581662978
Oda, Kanae ==> 0.0
Taddei, Loredana ==> 6.02219550487e-07
Frelling, Michael J. ==> 6.19415658134e-09
Jiao, Shidou ==> 3.39992332055e-07
Nerima, Luka ==> 2.83875297421e-05
Aramaki, Eiji ==> 4.45080379904e-05
Guyomard, Marc ==> 7.83384173091e-08
Yamamoto, Masato ==> 9.4333991279e-07
Gorfu, Y. ==> 5.98178657423e-06
Hall, Johan ==> 0.000310517205067
Marcu, Daniel ==> 0.0207037480598
Hwang, Chung Hee ==> 3.84234594515e-05
Alfonseca, Enrique ==> 2.67368086547e-06
McCarthy, Diana ==> 0.00142017966162
Martin, Willy ==> 1.54271149442e-05
Noda, Itsuki ==> 5.61575859226e-06
Tinsley, John ==> 4.7292089962e-08
Erdenebat, Dashtseren ==> 0.0
Ture, Ferhan ==> 1.14444861005e-06
Powers, David M. W. ==> 0.000243927484248
Ploux, Sabine ==> 5.32788362421e-07
Blackburn, Patrick ==> 9.06781032681e-06
Simon, Eszter ==> 0.0
Sengupta, Probal ==> 0.0
Rachidi, Tajje-Eddine ==> 0.0
Blatz, John ==> 1.62641917466e-07
Yih, Scott Wen-Tau ==> 0.000154067427279
Urbanowicz, Agnieszka ==> 1.03422370082e-05
Gorjanc, Vojko ==> 0.0
Zhang, Hua-Ping ==> 5.77379540419e-05
Matsunaga, Shoichi ==> 8.07378441457e-05
Zajac, Mini ==> 5.81150165006e-06
Li, Chi-Ho ==> 1.69034513232e-06
Koshino, Hideya ==> 7.75803330468e-07
Danieli, Morena ==> 5.41995057076e-08
Abrusci, V. Michele ==> 6.16190444883e-05
Carlson, Lynn ==> 0.000110751521758
Azuma, Ai ==> 9.16471897842e-08
Holan, Tomas ==> 6.78335066418e-07
Gupta, Kuhoo ==> 4.1385746505e-06
Li, Sun M. ==> 6.52016482246e-10
Iftene, Adrian ==> 9.23367812644e-09
Bes, Gabriel G. ==> 1.10598248753e-05
Le, Huong Thanh ==> 4.94924446302e-08
Ma, Wei-Yun ==> 3.15773152968e-05
Girju, Roxana ==> 0.00117080489781
Krause, Paul ==> 1.58815460199e-06
Margolis, Todd ==> 3.20498510914e-06
Shende, Sunil ==> 7.94810984178e-08
Ahrenberg, Lars ==> 0.000785324065141
Nie, Jian-Yun ==> 9.01776385985e-06
Scheible, Silke ==> 3.28732276515e-07
Kariaeva, Natalia ==> 4.89165282511e-06
Etzioni, Oren ==> 0.000324757263243
Nordstrom, Magnus ==> 1.58137389018e-09
Poznanski, Victor ==> 8.83541801715e-05
Caseiro, Diamantino ==> 3.17448054845e-09
Wasow, Thomas ==> 8.57819522947e-05
Langley, Chad ==> 3.87279778515e-05
Hughes, Thad ==> 2.51861099419e-06
Morgan, Nelson ==> 2.67904984954e-07
Hammervold, Kathrine ==> 8.9020338163e-08
Tengli, Ashwin ==> 1.61148047336e-07
Arregui, Miguel ==> 6.42271893282e-08
Romero, Maribel ==> 3.69307290968e-08
Shapiro, Stuart C. ==> 0.000118484723443
Moreau, Erwan ==> 8.58752647427e-09
Fais, Laurel ==> 1.7546830099e-05
Jingbo, Zhu ==> 3.36530381779e-07
GÃ³rski, RafaÅ‚ L. ==> 3.74535544906e-06
Chalatip, Thumkanon ==> 2.64936230559e-06
Webb, Nick ==> 9.73387966132e-05
Wu, Lide ==> 2.23782483001e-05
Fiszman, Marcelo ==> 0.000335651494718
Settles, Burr ==> 2.32315556379e-05
Ritter, Alan ==> 8.49533347247e-07
Odijk, Jan ==> 3.34188026209e-06
Sanchis, Alberto ==> 1.62641917466e-07
Labropoulou, P. ==> 0.0
Riesbeck, Christopher K. ==> 0.0
Schroder, Ingo ==> 1.44831422403e-05
Stenzhorn, Holger ==> 6.27228481527e-07
Kamps, Thomas ==> 5.16961543694e-05
Celce Murica, Marianne ==> 0.0
Russell, Jeffrey ==> 0.0
Pon-Barry, Heather ==> 0.000164911346933
Spyns, Peter ==> 0.000342624736274
Li, Xiaohong ==> 0.0
Doermann, David ==> 3.75967925887e-06
Pedersen, Mark ==> 5.95553153831e-07
Li, Juanzi ==> 2.23005712707e-07
Gildea, Daniel ==> 0.00916701114775
Sullivan, Thomas M. ==> 8.2568710096e-08
Yang, Jaehyung ==> 3.95152797364e-07
Haruechaiyasak, Choochart ==> 1.28492730404e-07
Lim, Jong-Gyun ==> 2.91871443573e-08
Atallah, Mikhail J. ==> 0.0
Rogers, Alex ==> 5.81546939976e-06
Golan, Igal ==> 4.36693281168e-05
Cote, Sharon ==> 4.65048139757e-05
Fasolo, Michela ==> 1.78489064936e-05
Abaitua, Joseba ==> 5.78333935223e-05
Odani, Michitaka ==> 2.57163588005e-08
Rogati, Monica ==> 5.75689213914e-05
Neumann, Günter ==> 0.0
Pustylnikov, Olga ==> 3.3486845138e-05
Jayaraman, Shyamsundar ==> 9.69144935984e-06
Lombardo, Vincenzo ==> 0.000658253808635
Smith, Barry ==> 9.36505533871e-08
King, Margaret ==> 0.000315027565295
Neuhaus, Peter ==> 6.30583853564e-05
Abend, Omri ==> 8.00737226273e-07
Girardi, Christian ==> 1.24286432045e-06
Lorenzo, Jose ==> 1.39418946307e-09
Gillett, John R. ==> 1.20899824494e-06
Zhou, Deyu ==> 5.54577894347e-08
Wilson V, James M. ==> 2.20647038611e-09
Monz, Christof ==> 0.000239847700005
Shan, Roy ==> 2.54710890977e-06
Krasavina, Olga ==> 7.76982117064e-07
PadÃ³, Sebastian ==> 1.92039035069e-07
Ellison, T. Mark ==> 0.000342982626529
Niemann, Michael ==> 3.29838456629e-07
Shi, Xiaodong ==> 4.80087880994e-08
Miller, Keith ==> 1.22654169117e-05
Mihelic, France ==> 5.77003999034e-08
Sanchez-Graillet, Olivia ==> 8.34680273273e-07
Maiorano, Steven J. ==> 0.0018904251725
Deligne, Sabine ==> 3.98721149422e-10
Balkan, Lorna ==> 3.81685651074e-06
Gasperin, Caroline ==> 6.32573721448e-05
Petterstedt, Michael ==> 4.51643332352e-08
Murguia, Elixabete ==> 0.0
Buranova, Eva ==> 2.30935296668e-07
Calzolari, Nicoletta ==> 0.00241688379802
Monroe, Burt L. ==> 3.84807508381e-07
Sitbon, Laurianne ==> 1.29854025244e-06
Lampert, Andrew ==> 0.0
Collins, Allan M. ==> 0.0
Phillips, Jon ==> 3.35763077206e-07
Hewson, John ==> 1.38012101972e-07
Larsen, Bjornar ==> 6.59402352624e-06
Cieri, Christopher ==> 4.87706658168e-06
Pla, Ferran ==> 5.10502933638e-06
Liu, Fang ==> 2.22263509582e-08
Boulianne, Gilles ==> 4.89055578161e-05
Brierley, Claire ==> 1.15252394379e-07
Piitulainen, Jussi ==> 4.70719505581e-06
Helbig, Hermann ==> 2.92081325824e-07
Estrella, Paula ==> 2.21018478645e-07
Theeramunkong, Thanaruk ==> 0.000684146012193
Van Lohuizen, Marcel P. ==> 6.21587885249e-07
Naerger, Petra ==> 2.24192817155e-08
Ito, Ryosuke ==> 7.55926118168e-07
Parkes, Cornelia H. ==> 7.02371656869e-09
Liu, Haibin ==> 9.61675416288e-09
Sugio, Toshiyuki ==> 3.90738942353e-06
Matsubara, Hitoshi ==> 4.95532526507e-09
Wu, Yunfang ==> 4.93363577233e-06
Van Leeuwen, Hugo ==> 0.0
Li, Yi-Ping ==> 6.5669974101e-07
Lauriston, Andy ==> 0.0
Babych, Bogdan ==> 1.68009090471e-05
Pardal, Joana Paulo ==> 0.000289668257505
Scerri, Simon ==> 3.47098346446e-07
Horvath, T. ==> 0.0
Getoor, Lise ==> 4.14314081254e-07
Yamane, Masaya ==> 1.55387229044e-06
Huang, Xiaorong ==> 1.05678546392e-05
Saenz, Richard M. ==> 3.51665445554e-06
Lippincott, Tom ==> 0.0
Turner, Alan ==> 0.0
Alexin, Zoltan ==> 9.18504960615e-06
Thomsen, Hanne Erdman ==> 1.95901695605e-08
Luria, Marc ==> 5.8936456674e-06
Gandrabur, Simona ==> 1.30040843924e-06
Saebo, Kjell Johan ==> 0.0
Rudin, Cynthia ==> 5.58112270006e-07
Turmo, Jordi ==> 6.17584327384e-06
Schwitter, Rolf ==> 2.68245328436e-06
Reisinger, Joseph ==> 0.0
Dong, Ming-Chui ==> 6.5669974101e-07
Peng, Jing ==> 1.25580539256e-06
Krenn, Brigitte ==> 0.000257277372908
Even-Zohar, Yair ==> 1.33571183268e-05
Wilkinson, Ross ==> 0.0
Ansa, Olatz ==> 4.63363032086e-05
Costello, Fintan J. ==> 3.25970052177e-06
Naoyuki, Sakurai ==> 1.58387288764e-06
Vickrey, David ==> 7.04030072968e-06
Li, Jiang ==> 1.64873883978e-07
Ogden, William C. ==> 8.25265089386e-07
Hatzivassiloglou, Vasileios ==> 0.00349959812155
Emam, Ossama ==> 0.000146553721203
Morie, Paul ==> 8.7166902178e-07
Egedi, Dania ==> 6.25729830569e-05
Abe, Masahiro ==> 3.69987244214e-05
Donecker, Paul G. ==> 5.56330945084e-08
Vargas-Vera, Maria ==> 0.0
Fujita, Minoru ==> 0.0
Yu, Hong ==> 0.000397526535456
Salay, Nancy ==> 1.45674645851e-06
Amorrortu, Estibaliz ==> 4.76121290369e-06
Dillet, Bruno ==> 4.56203823486e-06
Acero, Alex (Alejandro) ==> 0.00169049628988
Li, Xin ==> 0.00110160677929
